"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.245413943E2,6.501213551E1,2.552046357E1,1.253332230E1,1.339999914E0,3.437000122E2,3.000000000E0,1.000000000E2
4.255375615E2,6.501214854E1,2.552044647E1,1.253331989E1,1.360000014E0,3.473999939E2,3.000000000E0,1.000000000E2
4.265359081E2,6.501216091E1,2.552042996E1,1.253331763E1,1.159999967E0,3.458999939E2,3.000000000E0,1.000000000E2
4.275585092E2,6.501217109E1,2.552042183E1,1.253331514E1,1.309999943E0,3.472999878E2,3.000000000E0,1.000000000E2
4.285581389E2,6.501217972E1,2.552042275E1,1.253331212E1,1.220000029E0,3.485000000E2,3.000000000E0,1.000000000E2
4.295504951E2,6.501219154E1,2.552041244E1,1.253330932E1,1.279999971E0,3.453999939E2,3.000000000E0,1.000000000E2
4.305510353E2,6.501220366E1,2.552040054E1,1.253330662E1,1.299999952E0,3.426000061E2,3.000000000E0,1.000000000E2
4.315688729E2,6.501221711E1,2.552039023E1,1.253330327E1,1.299999952E0,3.427999878E2,3.000000000E0,1.000000000E2
4.325569743E2,6.501223006E1,2.552037908E1,1.253330019E1,1.240000010E0,3.441000061E2,2.500000000E0,1.000000000E2
4.335494712E2,6.501224079E1,2.552036575E1,1.253329812E1,1.329999924E0,3.443999939E2,3.000000000E0,1.000000000E2
4.345484230E2,6.501225160E1,2.552035561E1,1.253329564E1,1.350000024E0,3.452999878E2,3.000000000E0,1.000000000E2
4.355609254E2,6.501226405E1,2.552034639E1,1.353329251E1,1.299999952E0,3.450000000E2,3.000000000E0,1.000000000E2
4.365527437E2,6.501227557E1,2.552033298E1,1.353329017E1,1.350000024E0,3.447000122E2,2.500000000E0,1.000000000E2
4.375505412E2,6.501228638E1,2.552032493E1,1.353328746E1,1.179999948E0,3.427999878E2,2.500000000E0,1.000000000E2
4.385512269E2,6.501229523E1,2.552031177E1,1.353328600E1,1.209999919E0,3.402000122E2,2.500000000E0,1.000000000E2
4.395655402E2,6.501230499E1,2.552030071E1,1.353328399E1,1.149999976E0,3.355000000E2,2.500000000E0,1.000000000E2
4.405554566E2,6.501231266E1,2.552028763E1,1.353328291E1,1.250000000E0,3.307000122E2,3.000000000E0,1.000000000E2
4.415560450E2,6.501232150E1,2.552027548E1,1.353328134E1,1.199999928E0,3.286000061E2,3.000000000E0,1.000000000E2
4.425568143E2,6.501233169E1,2.552026089E1,1.353327959E1,1.169999957E0,3.268999939E2,3.000000000E0,1.000000000E2
4.435477123E2,6.501233869E1,2.552025595E1,1.353327780E1,1.090000033E0,3.211000061E2,3.000000000E0,1.000000000E2
4.445527097E2,6.501234321E1,2.552023843E1,1.353327831E1,1.169999957E0,3.045000000E2,3.000000000E0,1.000000000E2
4.455532821E2,6.501234619E1,2.552021303E1,1.353328025E1,1.019999981E0,2.897000122E2,3.000000000E0,1.000000000E2
4.465578091E2,6.501234770E1,2.552018730E1,1.353328273E1,1.049999952E0,2.771000061E2,3.000000000E0,1.000000000E2
4.475403168E2,6.501234690E1,2.552016232E1,1.353328591E1,1.259999990E0,2.603999939E2,3.000000000E0,1.000000000E2
4.485503501E2,6.501234455E1,2.552013257E1,1.353329016E1,1.259999990E0,2.550000000E2,3.000000000E0,1.000000000E2
4.495389665E2,6.501234321E1,2.552010558E1,1.353329375E1,1.319999933E0,2.531000061E2,3.000000000E0,1.000000000E2
4.505683346E2,6.501234116E1,2.552007909E1,1.453329752E1,1.039999962E0,2.541999969E2,2.500000000E0,1.000000000E2
4.515519398E2,6.501233919E1,2.552005495E1,1.453330099E1,1.129999995E0,2.568999939E2,3.000000000E0,1.000000000E2
4.525474915E2,6.501233827E1,2.552002804E1,1.453330443E1,1.110000014E0,2.602000122E2,3.000000000E0,1.000000000E2
4.535429133E2,6.501233726E1,2.552000239E1,1.453330775E1,1.259999990E0,2.562000122E2,3.500000000E0,1.000000000E2
4.545551706E2,6.501233659E1,2.551997339E1,1.453331135E1,9.099999666E-1,2.586000061E2,3.500000000E0,1.000000000E2
4.555396148E2,6.501233756E1,2.551995202E1,1.453331351E1,1.029999971E0,2.715000000E2,3.000000000E0,1.000000000E2
4.565380233E2,6.501233802E1,2.551993098E1,1.453331580E1,9.499999881E-1,2.732000122E2,3.000000000E0,1.000000000E2
4.575509011E2,6.501233571E1,2.551991162E1,1.453331883E1,9.199999571E-1,2.588999939E2,3.000000000E0,1.000000000E2
4.585615142E2,6.501233370E1,2.551989645E1,1.453332127E1,9.300000072E-1,2.593999939E2,3.000000000E0,1.000000000E2
4.595615532E2,6.501233282E1,2.551987533E1,1.453332402E1,1.090000033E0,2.560000000E2,3.000000000E0,1.000000000E2
4.605538687E2,6.501232989E1,2.551985454E1,1.453332743E1,1.110000014E0,2.562000122E2,3.500000000E0,1.000000000E2
4.615415656E2,6.501232762E1,2.551983224E1,1.453333079E1,1.039999962E0,2.567999878E2,3.500000000E0,1.000000000E2
4.625503889E2,6.501232716E1,2.551980961E1,1.453333358E1,1.019999981E0,2.577999878E2,3.500000000E0,1.000000000E2
4.635545745E2,6.501232544E1,2.551978472E1,1.453333705E1,9.300000072E-1,2.562999878E2,3.500000000E0,1.000000000E2
4.645475722E2,6.501232096E1,2.551976142E1,1.353334128E1,9.599999785E-1,2.501999969E2,3.000000000E0,1.000000000E2
4.655541652E2,6.501231807E1,2.551974071E1,1.353334466E1,9.300000072E-1,2.528999939E2,3.000000000E0,1.000000000E2
4.665504106E2,6.501231706E1,2.551971825E1,1.353334761E1,1.009999990E0,2.607999878E2,3.500000000E0,1.000000000E2
4.675449132E2,6.501231518E1,2.551969495E1,1.353335096E1,9.899999499E-1,2.571000061E2,3.500000000E0,1.000000000E2
4.685509637E2,6.501231304E1,2.551967114E1,1.353335445E1,1.009999990E0,2.602999878E2,3.500000000E0,1.000000000E2
4.695522459E2,6.501231212E1,2.551965212E1,1.353335698E1,1.009999990E0,2.572000122E2,3.500000000E0,1.000000000E2
4.705488908E2,6.501231011E1,2.551962630E1,1.453336066E1,1.069999933E0,2.598999939E2,3.500000000E0,1.000000000E2
4.715497655E2,6.501231094E1,2.551960593E1,1.453336274E1,9.699999690E-1,2.612999878E2,3.500000000E0,1.000000000E2
4.725482465E2,6.501231124E1,2.551958389E1,1.453336521E1,8.399999738E-1,2.628999939E2,3.500000000E0,1.000000000E2
4.735622937E2,6.501230830E1,2.551955966E1,1.353336901E1,9.399999976E-1,2.687999878E2,3.000000000E0,1.000000000E2
4.745499564E2,6.501230818E1,2.551954080E1,1.353337125E1,8.499999642E-1,2.697999878E2,2.500000000E0,1.000000000E2
4.755500207E2,6.501230751E1,2.551952044E1,1.353337384E1,1.029999971E0,2.691000061E2,2.500000000E0,1.000000000E2
4.765523359E2,6.501230403E1,2.551950082E1,1.353337730E1,1.049999952E0,2.670000000E2,2.500000000E0,1.000000000E2
4.775543240E2,6.501230265E1,2.551947786E1,1.353338044E1,1.049999952E0,2.722000122E2,3.000000000E0,1.000000000E2
4.785656403E2,6.501230386E1,2.551945615E1,1.353338255E1,9.899999499E-1,2.727999878E2,2.500000000E0,1.000000000E2
4.795511745E2,6.501230600E1,2.551943276E1,1.453338455E1,9.399999976E-1,2.755000000E2,2.500000000E0,1.000000000E2
4.805456997E2,6.501230876E1,2.551940770E1,1.453338652E1,1.049999952E0,2.747000122E2,2.000000000E0,1.000000000E2
4.815644744E2,6.501231178E1,2.551938021E1,1.453338870E1,1.169999957E0,2.792999878E2,2.500000000E0,1.000000000E2
4.825681351E2,6.501231417E1,2.551935489E1,1.453339083E1,1.090000033E0,2.807000122E2,2.500000000E0,1.000000000E2
4.835633414E2,6.501231513E1,2.551933092E1,1.453339329E1,1.079999924E0,2.765000000E2,2.500000000E0,1.000000000E2
4.845530647E2,6.501231585E1,2.551930636E1,1.453339591E1,1.120000005E0,2.763999939E2,2.500000000E0,1.000000000E2
4.855360381E2,6.501231912E1,2.551927895E1,1.453339798E1,9.699999690E-1,2.802000122E2,2.500000000E0,1.000000000E2
4.865356792E2,6.501232033E1,2.551924903E1,1.453340105E1,9.099999666E-1,2.792000122E2,2.000000000E0,1.000000000E2
4.875481008E2,6.501232544E1,2.551922690E1,1.453340189E1,8.700000048E-1,2.777999878E2,2.000000000E0,1.000000000E2
4.885517544E2,6.501233081E1,2.551920645E1,1.553340245E1,8.899999857E-1,2.842999878E2,2.000000000E0,1.000000000E2
4.895650135E2,6.501233328E1,2.551918709E1,1.553340386E1,7.099999785E-1,2.871000061E2,2.000000000E0,1.000000000E2
4.905652796E2,6.501233228E1,2.551918021E1,1.553340500E1,1.899999976E-1,2.887999878E2,2.000000000E0,1.000000000E2
4.915477045E2,6.501233236E1,2.551918088E1,1.553340490E1,9.999999776E-3,2.898999939E2,1.500000000E0,1.000000000E2
4.925547240E2,6.501233035E1,2.551918047E1,1.653340563E1,2.999999821E-1,2.892999878E2,2.000000000E0,1.000000000E2
4.935619105E2,6.501232959E1,2.551917921E1,1.653340603E1,0.000000000E0,0.000000000E0,2.000000000E0,1.000000000E2
