"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.790887758E2,-4.801344872E-1,-3.996791840E-1,-1.865682602E0
4.790966493E2,-3.796234727E-1,-1.878986359E-1,-1.375978470E0
4.791046144E2,-3.448759913E-1,-3.914928436E-2,-9.407715797E-1
4.791125795E2,-3.203404844E-1,1.458973885E-1,-7.031145096E-1
4.791204530E2,-2.956183553E-1,2.608828545E-1,-7.511119843E-1
4.791284791E2,-1.768315434E-1,3.325886726E-1,-7.641668320E-1
4.791363832E2,-1.513164639E-1,3.635916710E-1,-8.214578629E-1
4.791442567E2,-7.961553335E-2,2.998766899E-1,-9.069166183E-1
4.791522218E2,-3.558564186E-2,2.184295654E-1,-9.417567253E-1
4.791600953E2,-1.696515083E-2,1.342120171E-1,-9.693827629E-1
4.791680299E2,8.597671986E-3,7.153129578E-2,-1.042589188E0
4.791759340E2,1.754015684E-2,4.304409027E-2,-6.830511093E-1
4.791838990E2,1.422393322E-2,8.230018616E-2,-3.409252167E-1
4.791918641E2,1.168715954E-2,1.151189804E-1,-1.225366592E-1
4.791997377E2,8.765357733E-2,6.183433533E-2,1.044502258E-1
4.792077333E2,8.314150572E-2,4.653692245E-2,3.880672455E-1
4.792155763E2,2.041971684E-2,6.020832062E-2,6.931715012E-1
4.792235414E2,3.128236532E-2,6.447839737E-2,9.502582550E-1
4.792314759E2,1.164206266E-1,-1.027779579E-1,9.108581543E-1
4.792393495E2,1.108556986E-1,-3.092570305E-1,8.723306656E-1
4.792473146E2,1.184634566E-1,-3.659706116E-1,1.127115250E0
4.792551881E2,1.668254137E-1,-3.947563171E-1,1.132460594E0
4.792630616E2,1.633690000E-1,-3.355793953E-1,8.861799240E-1
4.792709962E2,1.904441714E-1,-1.197662354E-1,2.727003098E-1
4.792789003E2,1.741375923E-1,1.401896477E-1,-4.009151459E-1
4.792868348E2,3.281733394E-1,5.802054405E-1,-8.505811691E-1
4.792947084E2,6.084442735E-1,1.038096428E0,-6.398229599E-1
4.793026735E2,9.755102992E-1,1.455852985E0,1.809787750E-2
4.793106080E2,1.172938943E0,1.559767723E0,4.735631943E-1
4.793184816E2,1.020579338E0,1.423962116E0,1.046529770E0
4.793265077E2,1.024163127E0,1.053427219E0,2.926645279E0
4.793343812E2,7.621732950E-1,8.168377876E-1,5.181882858E0
4.793423768E2,1.472904980E-1,6.100902557E-1,6.718212128E0
4.793503114E2,-2.026877999E-1,4.676880836E-1,7.709373474E0
4.793581849E2,-3.967397511E-1,1.652503014E-1,7.111544609E0
4.793661195E2,-4.461633563E-1,-1.486396790E-2,5.621328354E0
4.793739930E2,-4.665357172E-1,-3.829703331E-1,3.985043526E0
4.793819581E2,-3.531776369E-1,-7.276318073E-1,2.011957169E0
4.793898927E2,-3.801479042E-1,-1.108990908E0,6.108589172E-1
4.793977967E2,-1.851280332E-1,-1.355981588E0,-2.464237213E-1
4.794057924E2,-2.219328284E-2,-1.442285538E0,-1.077170849E0
4.794136659E2,1.116964519E-1,-1.447632790E0,-2.048707485E0
4.794216310E2,3.795394599E-1,-1.439180851E0,-2.918101311E0
4.794295655E2,6.999875903E-1,-1.387858152E0,-3.320464134E0
4.794374391E2,9.078956842E-1,-1.282438517E0,-3.338216305E0
4.794454042E2,1.083212137E0,-1.175822735E0,-3.235925674E0
4.794533387E2,1.193725109E0,-1.066952229E0,-2.879072189E0
4.794613038E2,1.341527820E0,-1.021749973E0,-1.899466991E0
4.794692689E2,1.355443120E0,-9.200911522E-1,-7.965178490E-1
4.794771425E2,1.175218105E0,-7.390220165E-1,1.514511108E-1
4.794851075E2,1.017111540E0,-5.307960510E-1,6.510896683E-1
4.794929811E2,9.277629256E-1,-4.648971558E-1,1.041682243E0
4.795009462E2,7.697455287E-1,-5.008101463E-1,1.369687080E0
4.795089113E2,5.987508297E-1,-6.259152889E-1,1.177152634E0
4.795178224E2,4.950598776E-1,-6.892879009E-1,7.517461777E-1
4.795258180E2,3.538491726E-1,-8.080101013E-1,2.800445557E-1
4.795337220E2,3.264209628E-1,-8.261976242E-1,-2.369756699E-1
4.795416871E2,1.703919768E-1,-8.759722710E-1,-7.668609619E-1
4.795496522E2,1.285723448E-1,-9.636681080E-1,-1.264593124E0
4.795575258E2,2.608196139E-1,-1.060343981E0,-1.677608013E0
4.795655214E2,2.599222064E-1,-1.062711000E0,-1.915189743E0
4.795734254E2,3.119439483E-1,-1.096759558E0,-2.068855762E0
4.795813600E2,3.261112571E-1,-1.142826557E0,-2.134078503E0
4.795893251E2,2.203738689E-1,-1.019047976E0,-2.168237686E0
4.795971986E2,1.026626229E-1,-8.139491081E-1,-2.197707653E0
4.796051332E2,-2.517580986E-2,-6.880702972E-1,-2.282249451E0
4.796130983E2,4.264116287E-4,-6.507267952E-1,-2.357244492E0
4.796210328E2,-2.412372828E-2,-6.218008995E-1,-2.226881504E0
4.796289674E2,-2.041506767E-2,-4.980099201E-1,-1.833957195E0
4.796368409E2,2.709609270E-2,-3.470189571E-1,-1.537366867E0
4.796448060E2,-1.587867737E-3,-1.959753036E-1,-1.446836472E0
4.796526796E2,-1.121479273E-2,6.961822510E-4,-1.215208054E0
4.796606447E2,-1.740267873E-2,1.633830070E-1,-1.172523499E0
4.796686097E2,3.672668338E-2,3.497242928E-1,-9.429435730E-1
4.796764833E2,-2.590432763E-2,4.662618637E-1,-7.826089859E-1
4.796844178E2,-2.132007480E-2,6.175222397E-1,-7.557725906E-1
4.796923219E2,-2.857077122E-2,7.166628838E-1,-7.184820175E-1
4.797002870E2,-2.410560846E-2,7.496762276E-1,-6.510295868E-1
4.797082216E2,1.605778933E-3,7.284836769E-1,-5.452556610E-1
4.797160951E2,4.843565822E-2,6.408753395E-1,-6.541690826E-1
4.797240907E2,9.700441360E-2,5.328025818E-1,-8.002147675E-1
4.797319947E2,8.783668280E-3,4.723138809E-1,-8.507575989E-1
4.797399293E2,5.632081628E-2,3.816957474E-1,-7.176380157E-1
4.797478639E2,6.400972605E-3,3.266115189E-1,-4.708166122E-1
4.797557679E2,-3.025850654E-2,3.166551590E-1,-3.582849503E-1
4.797637330E2,-6.878608465E-2,2.960481644E-1,-3.379983902E-1
4.797716066E2,-5.800256133E-2,2.525806427E-1,-3.136205673E-1
4.797795717E2,-5.663689971E-2,2.273693085E-1,-1.790447235E-1
4.797875367E2,-4.202553630E-2,1.854095459E-1,-2.702236176E-2
4.797954103E2,4.971921444E-2,1.184878349E-1,1.731128693E-1
4.798033448E2,1.104934514E-1,5.117034912E-2,3.352832794E-1
4.798112184E2,1.452357769E-1,2.209663391E-3,4.405508041E-1
4.798191835E2,1.226215065E-1,-1.073293686E-1,7.498607635E-1
4.798271180E2,1.377674937E-1,-1.381092072E-1,1.136088371E0
4.798349916E2,1.730442643E-1,-1.778779030E-1,1.433486938E0
4.798430177E2,9.270775318E-2,-1.193113327E-1,1.637469292E0
4.798509217E2,4.347026348E-3,-3.039360046E-2,1.582358360E0
4.798588563E2,6.299316883E-3,6.509685516E-2,1.385387421E0
4.798667909E2,3.512316942E-2,9.256172180E-2,9.112758636E-1
4.798746949E2,1.271296442E-1,9.290504456E-2,2.782115936E-1
4.798826295E2,1.201454699E-1,2.571601868E-1,1.003580093E-1
4.798905030E2,9.403762221E-2,4.439158440E-1,1.606559753E-2
4.798984071E2,-1.098723710E-1,7.408289909E-1,6.281471252E-2
4.799063722E2,-1.908201575E-1,8.154039383E-1,1.084377289E0
4.799142457E2,-2.047138810E-1,8.037891388E-1,2.135162354E0
4.799222413E2,-2.004700303E-1,4.997158051E-1,3.066910744E0
4.799301454E2,-6.198555231E-2,9.079217911E-2,4.186204910E0
4.799380800E2,1.104840636E-2,-2.174439430E-1,4.962155342E0
4.799460450E2,4.306450486E-2,-5.795502663E-1,5.483011246E0
4.799539186E2,-6.426447630E-2,-8.409600258E-1,5.460996628E0
4.799619142E2,-2.744504213E-1,-1.102522135E0,4.975237846E0
4.799698182E2,-4.110831618E-1,-1.487926960E0,3.881683350E0
4.799777528E2,-5.905960202E-1,-1.913058281E0,2.342621803E0
4.799857179E2,-7.455185652E-1,-2.307076693E0,7.534303665E-1
4.799935914E2,-6.480417252E-1,-2.426642418E0,-4.644031525E-1
4.800015870E2,-8.974947333E-1,-2.537877083E0,-1.170899391E0
4.800094606E2,-9.547321200E-1,-2.537998199E0,-1.528810978E0
4.800173646E2,-1.042177200E0,-2.471569538E0,-1.676167488E0
4.800253297E2,-1.124480367E0,-2.308933973E0,-1.590486526E0
4.800332032E2,-1.130359173E0,-2.130553007E0,-1.224034309E0
4.800411988E2,-1.144897342E0,-2.035698414E0,-8.409628868E-1
4.800491029E2,-1.058307290E0,-1.916960239E0,-2.507944107E-1
4.800570985E2,-9.158673286E-1,-1.724627256E0,4.036540985E-1
4.800650331E2,-7.278720737E-1,-1.541166067E0,1.049304008E0
4.800729066E2,-5.528198481E-1,-1.394670486E0,1.433326721E0
4.800809022E2,-3.760441244E-1,-1.232717037E0,1.423446655E0
4.800888368E2,-1.771282554E-1,-1.095551729E0,1.296930313E0
4.800968629E2,-3.346869349E-2,-1.021473646E0,9.784851074E-1
4.801047975E2,2.021121383E-1,-5.010406971E-1,1.607646942E-1
4.801126710E2,3.683593273E-1,-1.964800358E-1,-7.158126831E-1
4.801206971E2,4.850688577E-1,-2.270658016E-1,-1.167848587E0
4.801285707E2,5.625430942E-1,-2.456133366E-1,-1.445106030E0
4.801364747E2,4.809455872E-1,-2.031619549E-1,-1.617081165E0
4.801444093E2,4.824979901E-1,-1.996221542E-1,-1.876293659E0
4.801522828E2,4.467779696E-1,-2.090129852E-1,-2.065995216E0
4.801602174E2,3.822078705E-1,-1.543567181E-1,-2.229169369E0
4.801680909E2,2.800774574E-1,-4.659008980E-2,-2.258456230E0
4.801760560E2,2.256535143E-1,1.251428127E-1,-2.086328983E0
4.801839906E2,1.784666330E-1,2.500441074E-1,-1.916018486E0
4.801918947E2,1.967541128E-1,3.539326191E-1,-1.752112865E0
4.801999208E2,5.298212171E-2,4.358832836E-1,-1.852797985E0
4.802078248E2,2.798373997E-2,5.105471611E-1,-2.112815380E0
4.802157899E2,7.145798206E-2,5.508158207E-1,-2.204841614E0
4.802236940E2,2.775423229E-2,5.459594727E-1,-2.182071209E0
4.802316285E2,3.383375704E-2,5.798594952E-1,-2.094829082E0
4.802396547E2,-1.776280999E-2,5.590560436E-1,-1.835344315E0
4.802475282E2,-7.812088728E-2,5.690791607E-1,-1.542226791E0
4.802554017E2,-1.354084015E-1,5.688490868E-1,-1.253621578E0
4.802633668E2,-1.439404190E-1,6.104564667E-1,-1.172795296E0
4.802712404E2,-2.231512964E-1,6.413583755E-1,-1.120243549E0
4.802791444E2,-2.844444215E-1,6.643216610E-1,-9.457073212E-1
4.802870485E2,-2.724733949E-1,6.715042591E-1,-9.433135986E-1
4.802950135E2,-2.862619162E-1,7.053012848E-1,-1.306733131E0
4.803029481E2,-2.450291067E-1,7.123808861E-1,-1.882967949E0
4.803107911E2,-1.506133676E-1,6.968507767E-1,-2.028645515E0
4.803188173E2,-1.425889730E-1,7.820293903E-1,-1.792219162E0
4.803266908E2,-2.549703717E-1,8.614053726E-1,-1.338356495E0
4.803346559E2,-3.042249382E-1,9.850823879E-1,-8.455495834E-1
4.803426210E2,-2.295557261E-1,1.012568235E0,-5.802145004E-1
4.803504945E2,-2.032974958E-1,1.014683008E0,-1.208581924E-1
4.803584596E2,-1.397764385E-1,1.039870262E0,5.950784683E-1
4.803663331E2,5.324929953E-2,9.940342903E-1,1.370744705E0
4.803742067E2,2.419834733E-1,8.379032612E-1,1.772631645E0
4.803821412E2,4.355151057E-1,7.545540333E-1,1.688763618E0
4.803900148E2,6.075012684E-1,6.540303230E-1,1.468559265E0
4.803980409E2,7.559338808E-1,6.434931755E-1,1.115798950E0
4.804059449E2,9.593344927E-1,8.475189209E-1,6.380119324E-1
4.804138795E2,1.125764132E0,1.038260460E0,5.754280090E-1
4.804218446E2,1.280989170E0,1.241111755E0,9.081325531E-1
4.804297181E2,1.354602814E0,1.363023758E0,1.599845886E0
4.804377443E2,1.388066053E0,1.487318039E0,2.832563400E0
4.804456788E2,1.245394707E0,1.390172958E0,4.007966042E0
4.804536439E2,1.086912394E0,1.203302860E0,5.153504372E0
4.804615480E2,6.399340630E-1,6.760239601E-1,5.699280739E0
4.804694825E2,5.441659689E-1,3.384413719E-1,5.981796265E0
4.804774476E2,1.622289419E-1,6.037282944E-2,5.465943336E0
4.804852906E2,-6.437700987E-2,-1.914415359E-1,4.635114670E0
4.804931642E2,-1.479330063E-1,-4.388430119E-1,3.316206932E0
4.805011293E2,-1.843745708E-1,-6.266193390E-1,1.466161728E0
4.805090028E2,-6.176793575E-2,-8.273966312E-1,3.186120987E-1
4.805169984E2,2.971351147E-3,-8.296635151E-1,-4.392795563E-1
4.805248719E2,1.604662240E-1,-8.237965107E-1,-1.006853580E0
4.805338441E2,3.365218937E-1,-8.420798779E-1,-1.439849377E0
4.805417787E2,5.140160322E-1,-8.692386150E-1,-1.542208195E0
4.805496522E2,7.147103548E-1,-8.812782764E-1,-1.229248524E0
4.805576783E2,7.490504980E-1,-7.631316185E-1,-9.979071617E-1
4.805655214E2,9.072096348E-1,-7.228569984E-1,-9.405865669E-1
4.805734864E2,9.724769592E-1,-7.014870644E-1,-1.128781796E0
4.805814515E2,1.018551350E0,-6.292529106E-1,-1.155597210E0
4.805893251E2,9.886276126E-1,-5.772671700E-1,-8.681612015E-1
4.805973512E2,9.637725949E-1,-5.114374161E-1,-3.121776581E-1
4.806051942E2,8.802782297E-1,-4.043869972E-1,2.351932526E-1
4.806131593E2,6.519144773E-1,-4.199430943E-1,5.192966461E-1
4.806211244E2,6.894399524E-1,-3.636524677E-1,6.008625031E-1
4.806290284E2,4.777819514E-1,-5.298664570E-1,3.491830826E-1
4.806369630E2,4.252258539E-1,-4.875996113E-1,-7.291316986E-2
4.806448671E2,2.594903111E-1,-5.391497612E-1,-3.502264023E-1
4.806528322E2,1.207370758E-1,-5.616493225E-1,-5.548458099E-1
4.806607667E2,-3.155392408E-2,-5.118222237E-1,-7.874259949E-1
4.806686403E2,-1.271446347E-1,-4.862639904E-1,-1.097791672E0
4.806766664E2,-8.785778284E-2,-5.142045021E-1,-1.253446579E0
4.806845399E2,-7.489430904E-2,-5.166721344E-1,-1.630386353E0
4.806925050E2,-5.772644281E-2,-4.670560360E-1,-2.034924507E0
4.807004396E2,-5.945932865E-2,-4.858646393E-1,-2.451031208E0
4.807083131E2,3.439879417E-2,-4.194390774E-1,-2.615490913E0
4.807163087E2,4.629307985E-2,-3.705806732E-1,-2.650438786E0
4.807242433E2,2.683317661E-2,-2.823305130E-1,-2.570042610E0
4.807322084E2,5.517137051E-2,-1.925141811E-1,-2.530127525E0
4.807401429E2,8.355617523E-3,-1.226677895E-1,-2.655131817E0
4.807480165E2,-8.896768093E-3,-8.905935287E-2,-2.861420631E0
4.807559510E2,1.335299015E-2,-2.111887932E-2,-2.847681522E0
4.807638856E2,-2.488046885E-2,1.103756428E-1,-2.623745918E0
4.807718507E2,-2.264672518E-2,1.955323219E-1,-2.259174824E0
4.807798158E2,2.483695745E-3,2.774403095E-1,-1.876158714E0
4.807876893E2,-7.370191813E-2,4.002742767E-1,-1.586673260E0
4.807956239E2,1.048869789E-1,4.915878773E-1,-1.349706173E0
4.808035280E2,-3.044059873E-2,5.438294411E-1,-1.354293346E0
4.808114930E2,4.197773337E-2,6.214649677E-1,-1.502055168E0
4.808194276E2,8.338892460E-2,6.480481625E-1,-1.541597843E0
4.808273011E2,1.096231937E-1,7.005867958E-1,-1.540104389E0
4.808353273E2,1.831432581E-1,8.440027237E-1,-1.310966969E0
4.808431703E2,1.898865998E-1,9.445521832E-1,-1.074641705E0
4.808511354E2,1.849865615E-1,1.045208931E0,-9.005174637E-1
4.808591005E2,1.188841760E-1,1.183885574E0,-3.883199692E-1
4.808669435E2,4.258322716E-2,1.121888638E0,4.014253616E-1
4.808748780E2,1.107606292E-1,1.008877277E0,8.570585251E-1
4.808827821E2,8.145928383E-2,8.293247223E-1,1.023800850E0
4.808907472E2,6.729373336E-2,6.072034836E-1,1.139734268E0
4.808986818E2,1.608193815E-1,3.723464012E-1,1.004116058E0
4.809065553E2,2.297456264E-1,9.746932983E-2,6.805305481E-1
4.809145814E2,2.687409222E-1,-1.630854607E-1,6.069669724E-1
4.809224550E2,3.188164830E-1,-3.470015526E-1,8.362007141E-1
4.809304200E2,2.618245482E-1,-3.818898201E-1,1.400949478E0
4.809383851E2,1.785034537E-1,-3.350086212E-1,1.489725113E0
4.809462587E2,1.730024815E-3,-2.391300201E-1,7.888240814E-1
4.809542848E2,-1.963573694E-2,-2.831106186E-1,1.885042191E-1
4.809621583E2,-6.314402819E-2,-2.676844597E-1,2.526073456E-1
4.809701234E2,-9.951493144E-2,-1.042389870E-1,1.764802933E-1
4.809780885E2,-1.492843330E-1,1.416749954E-1,7.113761902E-1
4.809859620E2,-3.475129604E-1,3.443884850E-1,1.919952393E0
4.809938966E2,-3.091431856E-1,2.968349457E-1,3.304769516E0
4.810018007E2,-2.988585830E-1,1.619577408E-1,4.235090256E0
4.810096437E2,-2.135347128E-1,4.916906357E-2,5.091139793E0
4.810176088E2,1.089875102E-1,-1.241750717E-1,5.843834877E0
4.810254823E2,3.165972829E-1,-3.199334145E-1,6.196527481E0
4.810335084E2,5.169298649E-1,-3.673214912E-1,6.302177429E0
4.810414125E2,5.927714705E-1,-4.467053413E-1,5.123188972E0
4.810493470E2,5.195841789E-1,-6.371726990E-1,3.538045883E0
4.810572511E2,3.844143748E-1,-9.469649792E-1,2.070361137E0
4.810651551E2,3.829864860E-1,-1.220752478E0,1.092366219E0
4.810731813E2,2.619369626E-1,-1.556148052E0,3.475437164E-1
4.810810548E2,2.560260296E-1,-1.712548256E0,-1.001243591E-1
4.810890199E2,1.315492392E-1,-1.796532869E0,-4.274444580E-1
4.810970460E2,-5.859613419E-3,-1.765691519E0,-9.110927582E-1
4.811049501E2,-1.312807798E-1,-1.692422390E0,-1.305372238E0
4.811128846E2,-2.494136691E-1,-1.555190563E0,-1.041552067E0
4.811207887E2,-3.613494039E-1,-1.364383936E0,-3.189382553E-1
4.811286317E2,-4.936022758E-1,-1.117320061E0,2.241926193E-1
4.811365968E2,-6.388565302E-1,-8.924524784E-1,6.143198013E-1
4.811444703E2,-6.985490322E-1,-7.731411457E-1,9.709587097E-1
4.811524965E2,-7.709828615E-1,-7.271182537E-1,8.972492218E-1
4.811603700E2,-8.203639984E-1,-8.016879559E-1,5.883426666E-1
4.811683351E2,-7.665633559E-1,-9.725070000E-1,2.883005142E-1
4.811763307E2,-7.437514663E-1,-1.203152418E0,-2.880668640E-1
4.811842042E2,-4.139762223E-1,-1.056682825E0,-1.187300205E0
4.811922303E2,-3.708445132E-1,-1.141578197E0,-1.778325558E0
4.812001039E2,-2.848008275E-1,-1.161482334E0,-2.242382050E0
4.812080690E2,-2.730735838E-1,-1.126408100E0,-2.352934837E0
4.812160341E2,-2.469958514E-1,-1.164056301E0,-2.281978130E0
4.812239076E2,-2.229855508E-1,-1.131494045E0,-2.474616051E0
4.812318422E2,-2.965716422E-1,-1.167892933E0,-2.746354580E0
4.812397767E2,-1.806699634E-1,-8.774020672E-1,-2.697711945E0
4.812476503E2,-2.411610186E-1,-8.636033535E-1,-2.616034508E0
4.812555848E2,-2.227665186E-1,-7.230920792E-1,-2.472114563E0
4.812634584E2,-2.980828881E-1,-5.498607159E-1,-2.500445366E0
4.812714235E2,-3.300197721E-1,-3.360986710E-1,-2.560120106E0
4.812793580E2,-2.844285667E-1,-1.983094215E-1,-2.536500454E0
4.812873231E2,-3.495747745E-1,-1.356587410E-1,-2.058781624E0
4.812952882E2,-2.967549860E-1,-4.366254807E-2,-1.832779408E0
4.813032228E2,-2.655446529E-1,1.074967384E-1,-1.948819637E0
4.813112184E2,-2.183847129E-1,1.555252075E-1,-1.978532314E0
4.813191224E2,-2.090936303E-1,2.213940620E-1,-1.606392860E0
4.813270875E2,-1.499226689E-1,2.711796761E-1,-1.114826679E0
4.813350221E2,-1.276284158E-1,3.949227333E-1,-6.423797607E-1
4.813428956E2,-2.105045319E-1,4.787693024E-1,-1.526041031E-1
4.813509217E2,-2.143977880E-1,5.215916634E-1,2.856016159E-1
4.813587953E2,-2.159203291E-1,5.507693291E-1,3.598642349E-1
4.813666688E2,-2.864367068E-1,5.240116119E-1,1.435947418E-1
4.813746034E2,-3.551336527E-1,3.294734955E-1,-2.332067490E-1
4.813824769E2,-2.194530368E-1,5.155053139E-1,-5.992307663E-1
4.813904420E2,-3.700832725E-1,3.132152557E-1,-8.125362396E-1
4.813983155E2,-2.932012081E-1,2.330641747E-1,-8.094863892E-1
4.814062806E2,-3.506620526E-1,2.234873772E-1,-1.051300526E0
4.814142152E2,-3.267200589E-1,1.540555954E-1,-1.247625351E0
4.814220887E2,-2.854517698E-1,7.610082626E-2,-9.526100159E-1
4.814300843E2,-2.126186788E-1,7.866048813E-2,-4.420747757E-1
4.814379884E2,-1.866414249E-1,1.428103447E-1,1.074857712E-1
4.814459535E2,-1.906166822E-1,1.896491051E-1,7.318220139E-1
4.814538881E2,-5.745038390E-2,3.760719299E-1,1.252705574E0
4.814617921E2,-1.530116051E-1,5.411076546E-1,2.002042770E0
4.814697572E2,-2.410030514E-1,8.233995438E-1,2.169497490E0
4.814776002E2,-3.221845329E-1,1.031047344E0,1.608983994E0
4.814855043E2,-2.993855476E-1,1.166393280E0,1.164188385E0
4.814934694E2,-7.912701368E-2,1.296512604E0,7.788524628E-1
4.815013429E2,1.874390841E-1,1.475809574E0,2.785282135E-1
4.815092775E2,4.686630368E-1,1.618134022E0,2.447223663E-2
4.815172120E2,9.492862225E-1,1.704238415E0,4.103927612E-1
4.815251771E2,1.235962272E0,1.807431221E0,1.205336571E0
4.815331117E2,1.366727710E0,1.748641014E0,1.901079178E0
4.815420533E2,1.292576551E0,1.399110317E0,2.317654610E0
4.815500184E2,1.329075456E0,7.655262947E-1,3.392702103E0
4.815579225E2,1.245203853E0,2.352914810E-1,4.426362038E0
4.815658876E2,9.315086603E-1,-1.066493988E-2,5.250619888E0
4.815738527E2,5.690292120E-1,-2.089476585E-1,5.268318176E0
4.815817262E2,1.983055770E-1,-5.256447792E-1,4.660863876E0
4.815897218E2,6.827726960E-2,-9.273593426E-1,3.850893021E0
4.815977174E2,-9.881642461E-2,-1.225961685E0,2.502470016E0
4.816057130E2,-1.854980290E-1,-1.529556513E0,9.641399384E-1
4.816136781E2,-2.266648710E-1,-1.767181873E0,1.434707642E-2
4.816216127E2,-2.067010552E-1,-1.951522589E0,-3.047733307E-1
4.816296388E2,-1.665408909E-1,-2.102373123E0,-5.867128372E-1
4.816375123E2,-7.678708434E-2,-2.178628445E0,-1.025638103E0
4.816454774E2,1.282317638E-1,-2.265650272E0,-1.453237057E0
4.816534425E2,3.154318929E-1,-2.177608490E0,-1.525546074E0
4.816613466E2,5.070616603E-1,-2.225351810E0,-1.532274246E0
4.816693116E2,7.140942812E-1,-2.159896851E0,-1.457677364E0
4.816771852E2,8.640762568E-1,-2.014386415E0,-1.251731873E0
4.816851503E2,9.614402652E-1,-1.874266386E0,-1.137715816E0
4.816931154E2,1.042676449E0,-1.656991482E0,-1.001350880E0
4.817009889E2,1.065500140E0,-1.457505941E0,-5.629968643E-1
4.817089845E2,1.021133184E0,-1.162534714E0,1.386156082E-1
4.817168580E2,9.167068601E-1,-9.487981796E-1,5.824327469E-1
4.817247926E2,7.575035691E-1,-9.438915253E-1,6.718568802E-1
4.817327577E2,6.696819067E-1,-9.171705246E-1,5.250444412E-1
4.817406312E2,5.074746013E-1,-7.981574535E-1,4.492483139E-1
4.817485963E2,3.476282954E-1,-7.380650043E-1,2.195720673E-1
4.817565309E2,1.710958481E-1,-7.344472408E-1,-1.231880188E-1
4.817644960E2,1.439926028E-2,-7.275674343E-1,-5.621299744E-1
4.817724611E2,-9.055832028E-2,-7.742447853E-1,-9.107561111E-1
4.817803346E2,-1.137343645E-1,-7.596437931E-1,-1.173776627E0
4.817882997E2,-1.536815763E-1,-7.455070019E-1,-1.191032410E0
4.817961732E2,-1.562809050E-1,-6.648461819E-1,-1.482126236E0
4.818040467E2,-2.322258055E-1,-6.059567928E-1,-1.834096909E0
4.818119813E2,-2.028654218E-1,-5.504748821E-1,-2.092070580E0
4.818198854E2,-1.564071178E-1,-4.547195435E-1,-2.222839355E0
4.818279115E2,-9.516960382E-2,-4.066753387E-1,-2.233887196E0
4.818357850E2,1.040205359E-2,-3.060317039E-1,-2.208931446E0
4.818437501E2,1.353549063E-1,-3.445343971E-1,-2.349044800E0
4.818516847E2,2.852424383E-1,-2.802667618E-1,-2.472352982E0
4.818595887E2,3.546208739E-1,-2.728180885E-1,-2.445180416E0
4.818676149E2,4.371997118E-1,-2.282629013E-1,-2.368367672E0
4.818754884E2,4.899040163E-1,-9.856367111E-2,-1.990599632E0
4.818834535E2,4.780566692E-1,7.006549835E-2,-1.567745209E0
4.818913575E2,4.555013776E-1,2.196769714E-1,-1.181009769E0
4.818992921E2,4.338718653E-1,2.917661667E-1,-8.537883759E-1
4.819072572E2,3.729146421E-1,3.957281113E-1,-6.407833099E-1
4.819151307E2,2.770845592E-1,5.648064613E-1,-6.447715759E-1
4.819230043E2,1.715603769E-1,6.146697998E-1,-5.855760574E-1
4.819309388E2,8.944267035E-2,6.220107079E-1,-7.912063599E-1
4.819388429E2,-1.034121215E-2,6.319351196E-1,-9.166173935E-1
4.819467775E2,-1.450192183E-1,6.355381012E-1,-1.187137604E0
4.819546510E2,-1.618535966E-1,6.556119919E-1,-1.440547943E0
4.819626161E2,-5.981325358E-2,6.025671959E-1,-1.521934509E0
4.819705812E2,1.245126128E-2,5.956406593E-1,-1.332920551E0
4.819784852E2,1.674867868E-1,6.321845055E-1,-1.017079353E0
4.819865113E2,2.900289297E-1,6.778779030E-1,-4.327831268E-1
4.819943544E2,3.921692371E-1,7.535419464E-1,1.808767319E-1
4.820023195E2,4.861468673E-1,7.686047554E-1,7.027177811E-1
4.820102540E2,5.080252886E-1,6.282539368E-1,1.103591919E0
4.820181276E2,5.730968714E-1,5.326633453E-1,1.246399879E0
4.820260621E2,6.994507313E-1,4.823575020E-1,1.633604050E0
4.820339662E2,7.876448035E-1,3.924789429E-1,2.253753662E0
4.820419313E2,6.481625438E-1,1.636543274E-1,2.077852249E0
4.820498964E2,5.365307927E-1,1.571063995E-1,1.227749825E0
4.820578004E2,3.872542083E-1,2.134089470E-1,8.727903366E-1
4.820657350E2,2.105454504E-1,2.693295479E-1,8.050880432E-1
4.820736085E2,1.473867595E-1,2.157387733E-1,6.601428986E-1
4.820815736E2,1.784300208E-1,1.061530113E-1,7.391481400E-1
4.820895082E2,8.578538895E-2,1.676902771E-1,1.192757607E0
4.820973817E2,-5.871304870E-2,2.997016907E-1,2.114764214E0
4.821054078E2,-9.776632488E-2,1.715378761E-1,3.615505219E0
4.821133424E2,-1.339022666E-1,4.453754425E-2,4.668979645E0
4.821212770E2,-2.999627590E-2,-2.029509544E-1,5.086087227E0
4.821292115E2,2.697700262E-2,-3.981676102E-1,5.442669868E0
4.821370546E2,2.065076530E-1,-5.961403847E-1,5.778314590E0
4.821450197E2,4.215361476E-1,-7.109758854E-1,5.023067474E0
4.821528932E2,3.482272625E-1,-8.933432102E-1,2.924220085E0
4.821608583E2,5.653063059E-1,-1.052172184E0,1.405401230E0
4.821687928E2,5.831072330E-1,-1.282444715E0,4.996042252E-1
4.821766664E2,6.008499265E-1,-1.407071829E0,-3.069791794E-1
4.821846925E2,4.847922921E-1,-1.501772642E0,-5.935926437E-1
